ID	Description	geneID	status	celltype	Tissue	dataset	Dataset name
GO:0019216	regulation of lipid metabolic process	CD74/PDK4/APOC1/CES1/CAV1/APOE/AKR1C3/IGFBP7/PSAP/SOD1	Down	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:0032370	positive regulation of lipid transport	CES1/CAV1/APOE/ANXA2/LRP1	Down	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:0010874	regulation of cholesterol efflux	CES1/CAV1/APOE/LRP1	Down	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:0010878	cholesterol storage	LPL/CES1/MSR1	Down	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:0019915	lipid storage	LPL/CES1/CAV1/APOE/MSR1	Down	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:0008203	cholesterol metabolic process	APOC1/CES1/APOE/CYP27A1/SOD1/FDPS	Down	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:0042632	cholesterol homeostasis	LPL/FABP4/CES1/CAV1/APOE	Down	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:0006695	cholesterol biosynthetic process	CES1/APOE/SOD1/FDPS	Down	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:0032368	regulation of lipid transport	APOC1/CES1/CAV1/APOE/ANXA2/LRP1	Down	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:0051055	negative regulation of lipid biosynthetic process	APOC1/APOE/AKR1C3/SOD1	Down	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:0034368	protein-lipid complex remodeling	LPL/APOC1/APOE	Down	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:0045541	negative regulation of cholesterol biosynthetic process	APOE/SOD1	Down	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:0090206	negative regulation of cholesterol metabolic process	APOE/SOD1	Down	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:0034370	triglyceride-rich lipoprotein particle remodeling	LPL/APOE	Down	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:0090181	regulation of cholesterol metabolic process	CES1/APOE/SOD1	Down	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:0033700	phospholipid efflux	APOC1/APOE	Down	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:0050873	brown fat cell differentiation	CEBPB/RGS2/ERO1A/METRNL/PIM1/LRG1/PTGS2	Up	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:0045600	positive regulation of fat cell differentiation	ZFP36L1/CEBPB/ZFP36/METRNL/STK4/PIM1/PTGS2	Up	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:0045444	fat cell differentiation	SOD2/ZFP36L1/CEBPB/ZFP36/RGS2/OSBPL8/STEAP4/ERO1A/METRNL/STK4/PIM1/LRG1/PTGS2	Up	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:0010883	regulation of lipid storage	NFKBIA/OSBPL8/ABCA1/EHD1/PLIN2	Up	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:0090336	positive regulation of brown fat cell differentiation	METRNL/PIM1/PTGS2	Up	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:1905954	positive regulation of lipid localization	SPP1/NFKBIA/ACSL1/ABCA1/EHD1/IL1B/PLIN2	Up	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:0045598	regulation of fat cell differentiation	SOD2/ZFP36L1/CEBPB/ZFP36/METRNL/STK4/PIM1/PTGS2	Up	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:0030730	sequestering of triglyceride	OSBPL8/IL1B/PLIN2	Up	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:1905952	regulation of lipid localization	SPP1/NFKBIA/OSBPL8/ACSL1/ABCA1/EHD1/IL1B/PLIN2/THBS1	Up	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:0019915	lipid storage	NFKBIA/OSBPL8/ABCA1/EHD1/IL1B/PLIN2	Up	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:0010888	negative regulation of lipid storage	NFKBIA/OSBPL8/ABCA1	Up	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:0090335	regulation of brown fat cell differentiation	METRNL/PIM1/PTGS2	Up	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:0050995	negative regulation of lipid catabolic process	SORL1/IL1B/HCAR2	Up	C5_Macrophages_RBM47	Lung	GSE149878	Xu et al. (Lung)
GO:0045598	regulation of fat cell differentiation	ZFP36L1/SOD2/HNRNPU/MEDAG/IL6/PTGS2/ZFP36	Up	C1_Fibroblasts_COL1A2	Lung	GSE149878	Xu et al. (Lung)
GO:0045444	fat cell differentiation	ZFP36L1/SOD2/HNRNPU/RGS2/NR4A1/MEDAG/IL6/PTGS2/ZFP36	Up	C1_Fibroblasts_COL1A2	Lung	GSE149878	Xu et al. (Lung)
GO:0045600	positive regulation of fat cell differentiation	ZFP36L1/HNRNPU/MEDAG/PTGS2/ZFP36	Up	C1_Fibroblasts_COL1A2	Lung	GSE149878	Xu et al. (Lung)
GO:1905952	regulation of lipid localization	HILPDA/SPP1/THBS1/APOE/IL6/PLIN2/NFKBIA	Up	C1_Fibroblasts_COL1A2	Lung	GSE149878	Xu et al. (Lung)
GO:0010883	regulation of lipid storage	HILPDA/IL6/PLIN2/NFKBIA	Up	C1_Fibroblasts_COL1A2	Lung	GSE149878	Xu et al. (Lung)
GO:0019915	lipid storage	HILPDA/APOE/IL6/PLIN2/NFKBIA	Up	C1_Fibroblasts_COL1A2	Lung	GSE149878	Xu et al. (Lung)
GO:1905954	positive regulation of lipid localization	HILPDA/SPP1/APOE/PLIN2/NFKBIA	Up	C1_Fibroblasts_COL1A2	Lung	GSE149878	Xu et al. (Lung)
GO:0015909	long-chain fatty acid transport	THBS1/APOE/PLIN2/ANXA1	Up	C1_Fibroblasts_COL1A2	Lung	GSE149878	Xu et al. (Lung)
GO:0015908	fatty acid transport	THBS1/APOE/PTGS2/PLIN2/ANXA1	Up	C1_Fibroblasts_COL1A2	Lung	GSE149878	Xu et al. (Lung)
GO:0006869	lipid transport	VMP1/SPP1/THBS1/APOE/UGCG/PTGS2/PLIN2/NFKBIA/ANXA1/INHBA	Up	C1_Fibroblasts_COL1A2	Lung	GSE149878	Xu et al. (Lung)
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	PTGS2/ANXA1	Up	C1_Fibroblasts_COL1A2	Lung	GSE149878	Xu et al. (Lung)
GO:0140353	lipid export from cell	SPP1/PTGS2/INHBA	Up	C1_Fibroblasts_COL1A2	Lung	GSE149878	Xu et al. (Lung)
GO:0090336	positive regulation of brown fat cell differentiation	HNRNPU/PTGS2	Up	C1_Fibroblasts_COL1A2	Lung	GSE149878	Xu et al. (Lung)
GO:0050873	brown fat cell differentiation	HNRNPU/RGS2/PTGS2	Up	C1_Fibroblasts_COL1A2	Lung	GSE149878	Xu et al. (Lung)
GO:0033700	phospholipid efflux	APOC1/ABCA3	Down	C13_RBC_HBA2	Lung	GSE149878	Xu et al. (Lung)
GO:1903725	regulation of phospholipid metabolic process	APOC1/ABCA3	Down	C13_RBC_HBA2	Lung	GSE149878	Xu et al. (Lung)
GO:0006644	phospholipid metabolic process	SOCS2/PLPP2/APOC1/ABCA3	Down	C13_RBC_HBA2	Lung	GSE149878	Xu et al. (Lung)
GO:0071398	cellular response to fatty acid	ID3/PDK4/HES1/EDN1	Down	C4_Vascular endothelial_PECAM1	Lung	GSE149878	Xu et al. (Lung)
GO:0015911	long-chain fatty acid import across plasma membrane	ACSL1/IRS2/THBS1	Up	C4_Vascular endothelial_PECAM1	Lung	GSE149878	Xu et al. (Lung)
GO:0015908	fatty acid transport	ACSL1/IRS2/IL1B/THBS1/PLIN2/PNPLA8/PTGS2/APOE	Up	C4_Vascular endothelial_PECAM1	Lung	GSE149878	Xu et al. (Lung)
GO:0015909	long-chain fatty acid transport	ACSL1/IRS2/THBS1/PLIN2/PNPLA8/APOE	Up	C4_Vascular endothelial_PECAM1	Lung	GSE149878	Xu et al. (Lung)
GO:2000191	regulation of fatty acid transport	ACSL1/IRS2/IL1B/THBS1	Up	C4_Vascular endothelial_PECAM1	Lung	GSE149878	Xu et al. (Lung)
GO:0045444	fat cell differentiation	SOD2/CEBPB/RGS2/METRNL/ZFP36L1/NR4A2/FOSL2/PTGS2/SYAP1/STEAP4/ZFP36L2	Up	C4_Vascular endothelial_PECAM1	Lung	GSE149878	Xu et al. (Lung)
GO:0044539	long-chain fatty acid import into cell	ACSL1/IRS2/THBS1	Up	C4_Vascular endothelial_PECAM1	Lung	GSE149878	Xu et al. (Lung)
GO:1905952	regulation of lipid localization	SPP1/ACSL1/IRS2/IL1B/THBS1/PLIN2/NFKBIA/ABHD5/APOE	Up	C4_Vascular endothelial_PECAM1	Lung	GSE149878	Xu et al. (Lung)
GO:0030730	sequestering of triglyceride	IL1B/PLIN2/ABHD5	Up	C4_Vascular endothelial_PECAM1	Lung	GSE149878	Xu et al. (Lung)
GO:0140354	lipid import into cell	ACSL1/IRS2/THBS1	Up	C4_Vascular endothelial_PECAM1	Lung	GSE149878	Xu et al. (Lung)
GO:1902001	fatty acid transmembrane transport	ACSL1/IRS2/THBS1	Up	C4_Vascular endothelial_PECAM1	Lung	GSE149878	Xu et al. (Lung)
GO:0090207	regulation of triglyceride metabolic process	SORL1/MBOAT7/ABHD5/APOE	Up	C4_Vascular endothelial_PECAM1	Lung	GSE149878	Xu et al. (Lung)
GO:0045600	positive regulation of fat cell differentiation	CEBPB/METRNL/ZFP36L1/PTGS2/SYAP1	Up	C4_Vascular endothelial_PECAM1	Lung	GSE149878	Xu et al. (Lung)
GO:0006641	triglyceride metabolic process	ACSL1/GK/SORL1/MBOAT7/ABHD5/APOE	Up	C4_Vascular endothelial_PECAM1	Lung	GSE149878	Xu et al. (Lung)
GO:1905954	positive regulation of lipid localization	SPP1/ACSL1/IL1B/PLIN2/NFKBIA/APOE	Up	C4_Vascular endothelial_PECAM1	Lung	GSE149878	Xu et al. (Lung)
GO:0050996	positive regulation of lipid catabolic process	IRS2/IL1B/ABHD5	Up	C4_Vascular endothelial_PECAM1	Lung	GSE149878	Xu et al. (Lung)
GO:0045598	regulation of fat cell differentiation	SOD2/CEBPB/METRNL/ZFP36L1/PTGS2/SYAP1/ZFP36L2	Up	C4_Vascular endothelial_PECAM1	Lung	GSE149878	Xu et al. (Lung)
GO:0045444	fat cell differentiation	SOD2/HNRNPU/NR4A1/WWTR1/CEBPB/ZFP36/ZFP36L1/FABP4	Up	C7_Neuronal_CCL21	Lung	GSE149878	Xu et al. (Lung)
GO:0045598	regulation of fat cell differentiation	SOD2/HNRNPU/WWTR1/CEBPB/ZFP36/ZFP36L1	Up	C7_Neuronal_CCL21	Lung	GSE149878	Xu et al. (Lung)
GO:0015909	long-chain fatty acid transport	FABP5/THBS1/APOE/FABP4	Up	C7_Neuronal_CCL21	Lung	GSE149878	Xu et al. (Lung)
GO:0045600	positive regulation of fat cell differentiation	HNRNPU/CEBPB/ZFP36/ZFP36L1	Up	C7_Neuronal_CCL21	Lung	GSE149878	Xu et al. (Lung)
GO:0050873	brown fat cell differentiation	HNRNPU/CEBPB/FABP4	Up	C7_Neuronal_CCL21	Lung	GSE149878	Xu et al. (Lung)
GO:0090336	positive regulation of brown fat cell differentiation	PIM1	Up	C4_CD4 memory_IL7R	Blood	GSE150728	Wilk et al. (PBMC)
GO:0043691	reverse cholesterol transport	CLU/CES1	Up	C1_CD14 Monocytes_VCAN	Blood	GSE150728	Wilk et al. (PBMC)
GO:0050873	brown fat cell differentiation	PLAC8/PIM1	Up	C1_CD14 Monocytes_VCAN	Blood	GSE150728	Wilk et al. (PBMC)
GO:0006869	lipid transport	ACSL1/UGCG/RETN/ANXA1/PLSCR1/CLU	Up	C10_Neutrophil_FCGR3B	Blood	GSE150728	Wilk et al. (PBMC)
GO:0045444	fat cell differentiation	ID2/FOSL2/INSIG1/NR4A1/METRNL/MAFB/PLAC8/RETN	Up	C4_mah_CD68	Blood	GSE155223	Unterman et al. (PBMC)
GO:0015909	long-chain fatty acid transport	ACSL1/ANXA1/THBS1/FABP5	Up	C4_mah_CD68	Blood	GSE155223	Unterman et al. (PBMC)
GO:0015911	long-chain fatty acid import across plasma membrane	ACSL1/THBS1	Up	C4_mah_CD68	Blood	GSE155223	Unterman et al. (PBMC)
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	ANXA1/FABP5	Up	C4_mah_CD68	Blood	GSE155223	Unterman et al. (PBMC)
GO:0042304	regulation of fatty acid biosynthetic process	INSIG1/ANXA1/FABP5	Up	C4_mah_CD68	Blood	GSE155223	Unterman et al. (PBMC)
GO:0044539	long-chain fatty acid import into cell	ACSL1/THBS1	Up	C4_mah_CD68	Blood	GSE155223	Unterman et al. (PBMC)
GO:0015908	fatty acid transport	ACSL1/ANXA1/THBS1/FABP5	Up	C4_mah_CD68	Blood	GSE155223	Unterman et al. (PBMC)
GO:0140354	lipid import into cell	ACSL1/THBS1	Up	C4_mah_CD68	Blood	GSE155223	Unterman et al. (PBMC)
GO:1902001	fatty acid transmembrane transport	ACSL1/THBS1	Up	C4_mah_CD68	Blood	GSE155223	Unterman et al. (PBMC)
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	ANXA1/FABP5	Up	C5_neutrophil_CSF1R	Blood	GSE155223	Unterman et al. (PBMC)
GO:0045444	fat cell differentiation	RGS2/ZFP36L2/ZFP36/NR4A3	Up	C7_pDC_IRF7	Blood	GSE155223	Unterman et al. (PBMC)
GO:0045444	fat cell differentiation	MAFB/NR4A1/NR4A3/ID2/INSIG1/NR4A2/RGS2	Up	C6_cDC_CD1C	Blood	GSE155223	Unterman et al. (PBMC)
GO:0045444	fat cell differentiation	PLAC8/RETN/MAFB	Up	C10_cMo_CD14	Blood	GSE155673	Scott MK et al. (Blood)
GO:0070723	response to cholesterol	CCL3	Down	C10_cMo_CD14	Blood	GSE155673	Scott MK et al. (Blood)
GO:0043691	reverse cholesterol transport	CLU/CES1	Up	C13_cMo_IFN	Blood	GSE155673	Scott MK et al. (Blood)
GO:0032370	positive regulation of lipid transport	RETN/ACSL1/CES1	Up	C13_cMo_IFN	Blood	GSE155673	Scott MK et al. (Blood)
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	PTGS2/IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0045723	positive regulation of fatty acid biosynthetic process	PTGS2/IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0045923	positive regulation of fatty acid metabolic process	PTGS2/IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0140353	lipid export from cell	PTGS2/IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0006636	unsaturated fatty acid biosynthetic process	PTGS2/IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0042304	regulation of fatty acid biosynthetic process	PTGS2/IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0046889	positive regulation of lipid biosynthetic process	PTGS2/IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0019217	regulation of fatty acid metabolic process	PTGS2/IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0033559	unsaturated fatty acid metabolic process	PTGS2/IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0015908	fatty acid transport	PTGS2/IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0045834	positive regulation of lipid metabolic process	PTGS2/IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0006633	fatty acid biosynthetic process	PTGS2/IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0046890	regulation of lipid biosynthetic process	PTGS2/IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0090336	positive regulation of brown fat cell differentiation	PTGS2	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0030730	sequestering of triglyceride	IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0019216	regulation of lipid metabolic process	PTGS2/IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:2000193	positive regulation of fatty acid transport	IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0090335	regulation of brown fat cell differentiation	PTGS2	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0050995	negative regulation of lipid catabolic process	IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0050996	positive regulation of lipid catabolic process	IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0006631	fatty acid metabolic process	PTGS2/IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:2000191	regulation of fatty acid transport	IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0006869	lipid transport	PTGS2/IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0090520	sphingolipid mediated signaling pathway	EZR	Down	C14_Naive_B_IGHD	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0045723	positive regulation of fatty acid biosynthetic process	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0045923	positive regulation of fatty acid metabolic process	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0140353	lipid export from cell	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0006636	unsaturated fatty acid biosynthetic process	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0042304	regulation of fatty acid biosynthetic process	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0046889	positive regulation of lipid biosynthetic process	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0019217	regulation of fatty acid metabolic process	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0033559	unsaturated fatty acid metabolic process	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0015908	fatty acid transport	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0045834	positive regulation of lipid metabolic process	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0006633	fatty acid biosynthetic process	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0046890	regulation of lipid biosynthetic process	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0019216	regulation of lipid metabolic process	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0090336	positive regulation of brown fat cell differentiation	PTGS2	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0006631	fatty acid metabolic process	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0030730	sequestering of triglyceride	IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0006869	lipid transport	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:2000193	positive regulation of fatty acid transport	IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0090335	regulation of brown fat cell differentiation	PTGS2	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0050995	negative regulation of lipid catabolic process	IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0050996	positive regulation of lipid catabolic process	IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:2000191	regulation of fatty acid transport	IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0050873	brown fat cell differentiation	PTGS2	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0070542	response to fatty acid	PTGS2	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0050994	regulation of lipid catabolic process	IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0045600	positive regulation of fat cell differentiation	PTGS2	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0032370	positive regulation of lipid transport	IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0019915	lipid storage	IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0001676	long-chain fatty acid metabolic process	PTGS2	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:1905954	positive regulation of lipid localization	IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0045833	negative regulation of lipid metabolic process	IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0045723	positive regulation of fatty acid biosynthetic process	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0045923	positive regulation of fatty acid metabolic process	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0140353	lipid export from cell	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0006636	unsaturated fatty acid biosynthetic process	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0042304	regulation of fatty acid biosynthetic process	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0046889	positive regulation of lipid biosynthetic process	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0019217	regulation of fatty acid metabolic process	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0033559	unsaturated fatty acid metabolic process	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0015908	fatty acid transport	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0045834	positive regulation of lipid metabolic process	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0006633	fatty acid biosynthetic process	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0046890	regulation of lipid biosynthetic process	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0019216	regulation of lipid metabolic process	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0090336	positive regulation of brown fat cell differentiation	PTGS2	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0030730	sequestering of triglyceride	IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0006631	fatty acid metabolic process	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:2000193	positive regulation of fatty acid transport	IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0090335	regulation of brown fat cell differentiation	PTGS2	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0006869	lipid transport	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0050995	negative regulation of lipid catabolic process	IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0050996	positive regulation of lipid catabolic process	IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:2000191	regulation of fatty acid transport	IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0050873	brown fat cell differentiation	PTGS2	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0070542	response to fatty acid	PTGS2	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0050994	regulation of lipid catabolic process	IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0045600	positive regulation of fat cell differentiation	PTGS2	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0015911	long-chain fatty acid import across plasma membrane	ACSL1/THBS1	Up	C11_Mah_CTSL	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0044539	long-chain fatty acid import into cell	ACSL1/THBS1	Up	C11_Mah_CTSL	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0140354	lipid import into cell	ACSL1/THBS1	Up	C11_Mah_CTSL	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:1902001	fatty acid transmembrane transport	ACSL1/THBS1	Up	C11_Mah_CTSL	Blood	GSE157344_Blood	Bost P et al. (Blood)
